name,id,accuracy,pp,power,priority,type,generation,short_descripton,damage_class
Follow Me,266,,20,,2,Normal,Generation Iii,Redirects the target's single-target effects to the user for this turn.,Statut
Nature Power,267,,20,,0,Normal,Generation Iii,Uses a move which depends upon the terrain.,Statut
Charge,268,,20,,0,Électrik,Generation Iii,Raises the user's Special Defense by one stage.  User's Electric moves have doubled power next turn.,Statut
Taunt,269,100.0,20,,0,Ténèbres,Generation Iii,"For the next few turns, the target can only use damaging moves.",Statut
Helping Hand,270,,20,,5,Normal,Generation Iii,Ally's next move inflicts half more damage.,Statut
Trick,271,100.0,10,,0,Psy,Generation Iii,User and target swap items.,Statut
Role Play,272,,10,,0,Psy,Generation Iii,Copies the target's ability.,Statut
Wish,273,,10,,0,Normal,Generation Iii,User will recover half its max HP at the end of the next turn.,Statut
Assist,274,,20,,0,Normal,Generation Iii,Randomly selects and uses one of the trainer's other Pokémon's moves.,Statut
Ingrain,275,,20,,0,Plante,Generation Iii,Prevents the user from leaving battle.  User regains 1/16 of its max HP every turn.,Statut
Superpower,276,100.0,5,120.0,0,Combat,Generation Iii,Lowers the user's Attack and Defense by one stage after inflicting damage.,Physique
Magic Coat,277,,15,,4,Psy,Generation Iii,Reflects back the first effect move used on the user this turn.,Statut
Recycle,278,,10,,0,Normal,Generation Iii,User recovers the item it last used up.,Statut
Revenge,279,100.0,10,60.0,-4,Combat,Generation Iii,Inflicts double damage if the user takes damage before attacking this turn.,Physique
Brick Break,280,100.0,15,75.0,0,Combat,Generation Iii,Destroys Reflect and Light Screen.,Physique
Yawn,281,,10,,0,Normal,Generation Iii,Target sleeps at the end of the next turn.,Statut
Knock Off,282,100.0,20,65.0,0,Ténèbres,Generation Iii,Target drops its held item.,Physique
Endeavor,283,100.0,5,,0,Normal,Generation Iii,Lowers the target's HP to equal the user's.,Physique
Eruption,284,100.0,5,150.0,0,Feu,Generation Iii,"Inflicts more damage when the user has more HP remaining, with a maximum of 150 power.",Spécial
Skill Swap,285,,10,,0,Psy,Generation Iii,User and target swap abilities.,Statut
Imprison,286,,10,,0,Psy,Generation Iii,Prevents the target from using any moves that the user also knows.,Statut
Refresh,287,,20,,0,Normal,Generation Iii,"Cleanses the user of a burn, paralysis, or poison.",Statut
Grudge,288,,5,,0,Spectre,Generation Iii,"If the user faints this turn, the PP of the move that fainted it drops to 0.",Statut
Snatch,289,,10,,4,Ténèbres,Generation Iii,"Steals the target's move, if it's self-targeted.",Statut
Secret Power,290,100.0,20,70.0,0,Normal,Generation Iii,Has a $effect_chance% chance to inflict a status effect which depends upon the terrain.,Physique
Dive,291,100.0,10,80.0,0,Eau,Generation Iii,"User dives underwater, dodging all attacks, and hits next turn.",Physique
Arm Thrust,292,100.0,20,15.0,0,Combat,Generation Iii,Frappe 2 à 5 fois en un tour.,Physique
Camouflage,293,,20,,0,Normal,Generation Iii,User's type changes to match the terrain.,Statut
Tail Glow,294,,20,,0,Insecte,Generation Iii,Raises the user's Special Attack by three stages.,Statut
Luster Purge,295,100.0,5,70.0,0,Psy,Generation Iii,Has a $effect_chance% chance to lower the target's Special Defense by one stage.,Spécial
Mist Ball,296,100.0,5,70.0,0,Psy,Generation Iii,Has a $effect_chance% chance to lower the target's Special Attack by one stage.,Spécial
Feather Dance,297,100.0,15,,0,Vol,Generation Iii,Lowers the target's Attack by two stages.,Statut
Teeter Dance,298,100.0,20,,0,Normal,Generation Iii,Confuses the target.,Statut
Blaze Kick,299,90.0,10,85.0,0,Feu,Generation Iii,A une chance accrue de coup critique and a $effect_chance% chance to burn the target.,Physique
Mud Sport,300,,15,,0,Sol,Generation Iii,Halves all Electric-type damage.,Statut
Ice Ball,301,90.0,20,30.0,0,Glace,Generation Iii,"Power doubles every turn this move is used in succession after the first, resetting after five turns.",Physique
Needle Arm,302,100.0,15,60.0,0,Plante,Generation Iii,Has a $effect_chance% chance to make the target flinch.,Physique
Slack Off,303,,10,,0,Normal,Generation Iii,Heals the user by half its max HP.,Statut
Hyper Voice,304,100.0,10,90.0,0,Normal,Generation Iii,Inflige des dégâts normaux with no additional effect.,Spécial
Poison Fang,305,100.0,15,50.0,0,Poison,Generation Iii,Has a $effect_chance% chance to badly poison the target.,Physique
Crush Claw,306,95.0,10,75.0,0,Normal,Generation Iii,Has a $effect_chance% chance to lower the target's Defense by one stage.,Physique
Blast Burn,307,90.0,5,150.0,0,Feu,Generation Iii,User foregoes its next turn to recharge.,Spécial
Hydro Cannon,308,90.0,5,150.0,0,Eau,Generation Iii,User foregoes its next turn to recharge.,Spécial
Meteor Mash,309,90.0,10,90.0,0,Acier,Generation Iii,Has a $effect_chance% chance to raise the user's Attack by one stage.,Physique
Astonish,310,100.0,15,30.0,0,Spectre,Generation Iii,Has a $effect_chance% chance to make the target flinch.,Physique
Weather Ball,311,100.0,10,50.0,0,Normal,Generation Iii,"If there be weather, this move has doubled power and the weather's type.",Spécial
Aromatherapy,312,,5,,0,Plante,Generation Iii,Cures the entire party of major status effects.,Statut
Fake Tears,313,100.0,20,,0,Ténèbres,Generation Iii,Lowers the target's Special Defense by two stages.,Statut
Air Cutter,314,95.0,25,60.0,0,Vol,Generation Iii,A une chance accrue de coup critique.,Spécial
Overheat,315,90.0,5,130.0,0,Feu,Generation Iii,Lowers the user's Special Attack by two stages after inflicting damage.,Spécial
Odor Sleuth,316,,40,,0,Normal,Generation Iii,"Forces the target to have no Evade, and allows it to be hit by Normal and Fighting moves even if it's a Ghost.",Statut
Rock Tomb,317,95.0,15,60.0,0,Roche,Generation Iii,Has a $effect_chance% chance to lower the target's Speed by one stage.,Physique
Silver Wind,318,100.0,5,60.0,0,Insecte,Generation Iii,Has a $effect_chance% chance to raise all of the user's stats by one stage.,Spécial
Metal Sound,319,85.0,40,,0,Acier,Generation Iii,Lowers the target's Special Defense by two stages.,Statut
Grass Whistle,320,55.0,15,,0,Plante,Generation Iii,Puts the target to sleep.,Statut
Tickle,321,100.0,20,,0,Normal,Generation Iii,Lowers the target's Attack and Defense by one stage.,Statut
Cosmic Power,322,,20,,0,Psy,Generation Iii,Raises the user's Defense and Special Defense by one stage.,Statut
Water Spout,323,100.0,5,150.0,0,Eau,Generation Iii,"Inflicts more damage when the user has more HP remaining, with a maximum of 150 power.",Spécial
Signal Beam,324,100.0,15,75.0,0,Insecte,Generation Iii,Has a $effect_chance% chance to confuse the target.,Spécial
Shadow Punch,325,,20,60.0,0,Spectre,Generation Iii,Never misses.,Physique
Extrasensory,326,100.0,20,80.0,0,Psy,Generation Iii,Has a $effect_chance% chance to make the target flinch.,Spécial
Sky Uppercut,327,90.0,15,85.0,0,Combat,Generation Iii,Inflige des dégâts normaux and can hit Bounce and Fly users.,Physique
Sand Tomb,328,85.0,15,35.0,0,Sol,Generation Iii,Prevents the target from fleeing and inflicts damage for 2-5 turns.,Physique
Sheer Cold,329,30.0,5,,0,Glace,Generation Iii,Causes a one-hit KO.,Spécial
Muddy Water,330,85.0,10,90.0,0,Eau,Generation Iii,Has a $effect_chance% chance to lower the target's accuracy by one stage.,Spécial
Bullet Seed,331,100.0,30,25.0,0,Plante,Generation Iii,Frappe 2 à 5 fois en un tour.,Physique
Aerial Ace,332,,20,60.0,0,Vol,Generation Iii,Never misses.,Physique
Icicle Spear,333,100.0,30,25.0,0,Glace,Generation Iii,Frappe 2 à 5 fois en un tour.,Physique
Iron Defense,334,,15,,0,Acier,Generation Iii,Raises the user's Defense by two stages.,Statut
Block,335,,5,,0,Normal,Generation Iii,Prevents the target from leaving battle.,Statut
Howl,336,,40,,0,Normal,Generation Iii,Raises the user's Attack by one stage.,Statut
Dragon Claw,337,100.0,15,80.0,0,Dragon,Generation Iii,Inflige des dégâts normaux with no additional effect.,Physique
Frenzy Plant,338,90.0,5,150.0,0,Plante,Generation Iii,User foregoes its next turn to recharge.,Spécial
Bulk Up,339,,20,,0,Combat,Generation Iii,Raises the user's Attack and Defense by one stage.,Statut
Bounce,340,85.0,5,85.0,0,Vol,Generation Iii,"User bounces high into the air, dodging all attacks, and hits next turn.",Physique
Mud Shot,341,95.0,15,55.0,0,Sol,Generation Iii,Has a $effect_chance% chance to lower the target's Speed by one stage.,Spécial
Poison Tail,342,100.0,25,50.0,0,Poison,Generation Iii,A une chance accrue de coup critique and a $effect_chance% chance to poison the target.,Physique
Covet,343,100.0,25,60.0,0,Normal,Generation Iii,Takes the target's item.,Physique
Volt Tackle,344,100.0,15,120.0,0,Électrik,Generation Iii,User takes 1/3 the damage inflicted in recoil.  Has a $effect_chance% chance to paralyze the target.,Physique
Magical Leaf,345,,20,60.0,0,Plante,Generation Iii,Never misses.,Spécial
Water Sport,346,,15,,0,Eau,Generation Iii,Halves all Fire-type damage.,Statut
Calm Mind,347,,20,,0,Psy,Generation Iii,Raises the user's Special Attack and Special Defense by one stage.,Statut
Leaf Blade,348,100.0,15,90.0,0,Plante,Generation Iii,A une chance accrue de coup critique.,Physique
Dragon Dance,349,,20,,0,Dragon,Generation Iii,Raises the user's Attack and Speed by one stage.,Statut
Rock Blast,350,90.0,10,25.0,0,Roche,Generation Iii,Frappe 2 à 5 fois en un tour.,Physique
Shock Wave,351,,20,60.0,0,Électrik,Generation Iii,Never misses.,Spécial
Water Pulse,352,100.0,20,60.0,0,Eau,Generation Iii,Has a $effect_chance% chance to confuse the target.,Spécial
Doom Desire,353,100.0,5,140.0,0,Acier,Generation Iii,Hits the target two turns later.,Spécial
Psycho Boost,354,90.0,5,140.0,0,Psy,Generation Iii,Lowers the user's Special Attack by two stages after inflicting damage.,Spécial
Roost,355,,10,,0,Vol,Generation Iv,Heals the user by half its max HP.,Statut
Gravity,356,,5,,0,Psy,Generation Iv,Disables moves and immunities that involve flying or levitating for five turns.,Statut
Miracle Eye,357,,40,,0,Psy,Generation Iv,"Forces the target to have no evasion, and allows it to be hit by Psychic moves even if it's Dark.",Statut
Wake Up Slap,358,100.0,10,70.0,0,Combat,Generation Iv,"If the target is asleep, has double power and wakes it up.",Physique
Hammer Arm,359,90.0,10,100.0,0,Combat,Generation Iv,Lowers user's Speed by one stage.,Physique
Gyro Ball,360,100.0,5,,0,Acier,Generation Iv,"Power raises when the user has lower Speed, up to a maximum of 150.",Physique
Healing Wish,361,,10,,0,Psy,Generation Iv,User faints.  Its replacement has its HP fully restored and any major status effect removed.,Statut
Brine,362,100.0,10,65.0,0,Eau,Generation Iv,Has double power against Pokémon that have less than half their max HP remaining.,Spécial
Natural Gift,363,100.0,15,,0,Normal,Generation Iv,Power and type depend on the held berry.,Physique
Feint,364,100.0,10,30.0,2,Normal,Generation Iv,Hits through Protect and Detect.,Physique
Pluck,365,100.0,20,60.0,0,Vol,Generation Iv,"If target has a berry, inflicts double damage and uses the berry.",Physique
Tailwind,366,,15,,0,Vol,Generation Iv,"For three turns, friendly Pokémon have doubled Speed.",Statut
Acupressure,367,,30,,0,Normal,Generation Iv,Raises one of a friendly Pokémon's stats at random by two stages.,Statut
Metal Burst,368,100.0,10,,0,Acier,Generation Iv,Strikes back at the last Pokémon to hit the user this turn with 1.5× the damage.,Physique
U Turn,369,100.0,20,70.0,0,Insecte,Generation Iv,User must switch out after attacking.,Physique
Close Combat,370,100.0,5,120.0,0,Combat,Generation Iv,Lowers the user's Defense and Special Defense by one stage after inflicting damage.,Physique
Payback,371,100.0,10,50.0,0,Ténèbres,Generation Iv,Power is doubled if the target has already moved this turn.,Physique
Assurance,372,100.0,10,60.0,0,Ténèbres,Generation Iv,Power is doubled if the target has already received damage this turn.,Physique
Embargo,373,100.0,15,,0,Ténèbres,Generation Iv,Target cannot use held items.,Statut
Fling,374,100.0,10,,0,Ténèbres,Generation Iv,Throws held item at the target; power depends on the item.,Physique
Psycho Shift,375,100.0,10,,0,Psy,Generation Iv,Transfers the user's major status effect to the target.,Statut
Trump Card,376,,5,,0,Normal,Generation Iv,"Power increases when this move has less PP, up to a maximum of 200.",Spécial
Heal Block,377,100.0,15,,0,Psy,Generation Iv,Prevents target from restoring its HP for five turns.,Statut
Wring Out,378,100.0,5,,0,Normal,Generation Iv,"Power increases against targets with more HP remaining, up to a maximum of 121 power.",Spécial
Power Trick,379,,10,,0,Psy,Generation Iv,User swaps Attack and Defense.,Statut
Gastro Acid,380,100.0,10,,0,Poison,Generation Iv,Nullifies target's ability until it leaves battle.,Statut
Lucky Chant,381,,30,,0,Normal,Generation Iv,Prevents the target from scoring critical hits for five turns.,Statut
Me First,382,,20,,0,Normal,Generation Iv,"Uses the target's move against it before it attacks, with power increased by half.",Statut
Copycat,383,,20,,0,Normal,Generation Iv,Uses the target's last used move.,Statut
Power Swap,384,,10,,0,Psy,Generation Iv,User swaps Attack and Special Attack changes with the target.,Statut
Guard Swap,385,,10,,0,Psy,Generation Iv,User swaps Defense and Special Defense changes with the target.,Statut
Punishment,386,100.0,5,,0,Ténèbres,Generation Iv,"Power increases against targets with more raised stats, up to a maximum of 200.",Physique
Last Resort,387,100.0,5,140.0,0,Normal,Generation Iv,Can only be used after all of the user's other moves have been used.,Physique
Worry Seed,388,100.0,10,,0,Plante,Generation Iv,Changes the target's ability to Insomnia.,Statut
Sucker Punch,389,100.0,5,70.0,1,Ténèbres,Generation Iv,Only works if the target is about to use a damaging move.,Physique
Toxic Spikes,390,,20,,0,Poison,Generation Iv,"Scatters poisoned spikes, poisoning opposing Pokémon that switch in.",Statut
Heart Swap,391,,10,,0,Psy,Generation Iv,User and target swap stat changes.,Statut
Aqua Ring,392,,20,,0,Eau,Generation Iv,Restores 1/16 of the user's max HP each turn.,Statut
Magnet Rise,393,,10,,0,Électrik,Generation Iv,User is immune to Ground moves and effects for five turns.,Statut
Flare Blitz,394,100.0,15,120.0,0,Feu,Generation Iv,User takes 1/3 the damage inflicted in recoil.  Has a $effect_chance% chance to burn the target.,Physique
Force Palm,395,100.0,10,60.0,0,Combat,Generation Iv,Has a $effect_chance% chance to paralyze the target.,Physique
Aura Sphere,396,,20,80.0,0,Combat,Generation Iv,Never misses.,Spécial
Rock Polish,397,,20,,0,Roche,Generation Iv,Raises the user's Speed by two stages.,Statut
Poison Jab,398,100.0,20,80.0,0,Poison,Generation Iv,Has a $effect_chance% chance to poison the target.,Physique
Dark Pulse,399,100.0,15,80.0,0,Ténèbres,Generation Iv,Has a $effect_chance% chance to make the target flinch.,Spécial
Night Slash,400,100.0,15,70.0,0,Ténèbres,Generation Iv,A une chance accrue de coup critique.,Physique
Aqua Tail,401,90.0,10,90.0,0,Eau,Generation Iv,Inflige des dégâts normaux with no additional effect.,Physique
Seed Bomb,402,100.0,15,80.0,0,Plante,Generation Iv,Inflige des dégâts normaux with no additional effect.,Physique
Air Slash,403,95.0,15,75.0,0,Vol,Generation Iv,Has a $effect_chance% chance to make the target flinch.,Spécial
X Scissor,404,100.0,15,80.0,0,Insecte,Generation Iv,Inflige des dégâts normaux with no additional effect.,Physique
Bug Buzz,405,100.0,10,90.0,0,Insecte,Generation Iv,Has a $effect_chance% chance to lower the target's Special Defense by one stage.,Spécial
Dragon Pulse,406,100.0,10,85.0,0,Dragon,Generation Iv,Inflige des dégâts normaux with no additional effect.,Spécial
Dragon Rush,407,75.0,10,100.0,0,Dragon,Generation Iv,Has a $effect_chance% chance to make the target flinch.,Physique
Power Gem,408,100.0,20,80.0,0,Roche,Generation Iv,Inflige des dégâts normaux with no additional effect.,Spécial
Drain Punch,409,100.0,10,75.0,0,Combat,Generation Iv,Drains half the damage inflicted to heal the user.,Physique
Vacuum Wave,410,100.0,30,40.0,1,Combat,Generation Iv,Inflige des dégâts normaux with no additional effect.,Spécial
Focus Blast,411,70.0,5,120.0,0,Combat,Generation Iv,Has a $effect_chance% chance to lower the target's Special Defense by one stage.,Spécial
Energy Ball,412,100.0,10,90.0,0,Plante,Generation Iv,Has a $effect_chance% chance to lower the target's Special Defense by one stage.,Spécial
Brave Bird,413,100.0,15,120.0,0,Vol,Generation Iv,User receives 1/3 the damage inflicted in recoil.,Physique
Earth Power,414,100.0,10,90.0,0,Sol,Generation Iv,Has a $effect_chance% chance to lower the target's Special Defense by one stage.,Spécial
Switcheroo,415,100.0,10,,0,Ténèbres,Generation Iv,User and target swap items.,Statut
Giga Impact,416,90.0,5,150.0,0,Normal,Generation Iv,User foregoes its next turn to recharge.,Physique
Nasty Plot,417,,20,,0,Ténèbres,Generation Iv,Raises the user's Special Attack by two stages.,Statut
Bullet Punch,418,100.0,30,40.0,1,Acier,Generation Iv,Inflige des dégâts normaux with no additional effect.,Physique
Avalanche,419,100.0,10,60.0,-4,Glace,Generation Iv,Inflicts double damage if the user takes damage before attacking this turn.,Physique
Ice Shard,420,100.0,30,40.0,1,Glace,Generation Iv,Inflige des dégâts normaux with no additional effect.,Physique
Shadow Claw,421,100.0,15,70.0,0,Spectre,Generation Iv,A une chance accrue de coup critique.,Physique
Thunder Fang,422,95.0,15,65.0,0,Électrik,Generation Iv,Has a $effect_chance% chance to paralyze the target and a $effect_chance% chance to make the target flinch.,Physique
Ice Fang,423,95.0,15,65.0,0,Glace,Generation Iv,Has a $effect_chance% chance to freeze the target and a $effect_chance% chance to make the target flinch.,Physique
Fire Fang,424,95.0,15,65.0,0,Feu,Generation Iv,Has a $effect_chance% chance to burn the target and a $effect_chance% chance to make the target flinch.,Physique
Shadow Sneak,425,100.0,30,40.0,1,Spectre,Generation Iv,Inflige des dégâts normaux with no additional effect.,Physique
Mud Bomb,426,85.0,10,65.0,0,Sol,Generation Iv,Has a $effect_chance% chance to lower the target's accuracy by one stage.,Spécial
Psycho Cut,427,100.0,20,70.0,0,Psy,Generation Iv,A une chance accrue de coup critique.,Physique
Zen Headbutt,428,90.0,15,80.0,0,Psy,Generation Iv,Has a $effect_chance% chance to make the target flinch.,Physique
Mirror Shot,429,85.0,10,65.0,0,Acier,Generation Iv,Has a $effect_chance% chance to lower the target's accuracy by one stage.,Spécial
Flash Cannon,430,100.0,10,80.0,0,Acier,Generation Iv,Has a $effect_chance% chance to lower the target's Special Defense by one stage.,Spécial
Rock Climb,431,85.0,20,90.0,0,Normal,Generation Iv,Has a $effect_chance% chance to confuse the target.,Physique
Defog,432,,15,,0,Vol,Generation Iv,Lowers the target's evasion by one stage.  Removes field effects from the enemy field.,Statut
Trick Room,433,,5,,-7,Psy,Generation Iv,"For five turns, slower Pokémon will act before faster Pokémon.",Statut
Draco Meteor,434,90.0,5,130.0,0,Dragon,Generation Iv,Lowers the user's Special Attack by two stages after inflicting damage.,Spécial
Discharge,435,100.0,15,80.0,0,Électrik,Generation Iv,Has a $effect_chance% chance to paralyze the target.,Spécial
Lava Plume,436,100.0,15,80.0,0,Feu,Generation Iv,Has a $effect_chance% chance to burn the target.,Spécial
Leaf Storm,437,90.0,5,130.0,0,Plante,Generation Iv,Lowers the user's Special Attack by two stages after inflicting damage.,Spécial
Power Whip,438,85.0,10,120.0,0,Plante,Generation Iv,Inflige des dégâts normaux with no additional effect.,Physique
Rock Wrecker,439,90.0,5,150.0,0,Roche,Generation Iv,User foregoes its next turn to recharge.,Physique
Cross Poison,440,100.0,20,70.0,0,Poison,Generation Iv,A une chance accrue de coup critique and a $effect_chance% chance to poison the target.,Physique
Gunk Shot,441,80.0,5,120.0,0,Poison,Generation Iv,Has a $effect_chance% chance to poison the target.,Physique
Iron Head,442,100.0,15,80.0,0,Acier,Generation Iv,Has a $effect_chance% chance to make the target flinch.,Physique
Magnet Bomb,443,,20,60.0,0,Acier,Generation Iv,Never misses.,Physique
Stone Edge,444,80.0,5,100.0,0,Roche,Generation Iv,A une chance accrue de coup critique.,Physique
Captivate,445,100.0,20,,0,Normal,Generation Iv,Lowers the target's Special Attack by two stages if it's the opposite gender.,Statut
Stealth Rock,446,,20,,0,Roche,Generation Iv,Causes damage when opposing Pokémon switch in.,Statut
Grass Knot,447,100.0,20,,0,Plante,Generation Iv,"Inflicts more damage to heavier targets, with a maximum of 120 power.",Spécial
Chatter,448,100.0,20,65.0,0,Vol,Generation Iv,Has a higher chance to confuse the target when the recorded sound is louder.,Spécial
Judgment,449,100.0,10,100.0,0,Normal,Generation Iv,"If the user is holding a appropriate plate or drive, the damage inflicted will match it.",Spécial
Bug Bite,450,100.0,20,60.0,0,Insecte,Generation Iv,"If target has a berry, inflicts double damage and uses the berry.",Physique
Charge Beam,451,90.0,10,50.0,0,Électrik,Generation Iv,Has a $effect_chance% chance to raise the user's Special Attack by one stage.,Spécial
Wood Hammer,452,100.0,15,120.0,0,Plante,Generation Iv,User receives 1/3 the damage inflicted in recoil.,Physique
Aqua Jet,453,100.0,20,40.0,1,Eau,Generation Iv,Inflige des dégâts normaux with no additional effect.,Physique
Attack Order,454,100.0,15,90.0,0,Insecte,Generation Iv,A une chance accrue de coup critique.,Physique
Defend Order,455,,10,,0,Insecte,Generation Iv,Raises the user's Defense and Special Defense by one stage.,Statut
Heal Order,456,,10,,0,Insecte,Generation Iv,Heals the user by half its max HP.,Statut
Head Smash,457,80.0,5,150.0,0,Roche,Generation Iv,User receives 1/2 the damage inflicted in recoil.,Physique
Double Hit,458,90.0,10,35.0,0,Normal,Generation Iv,Hits twice in one turn.,Physique
Roar Of Time,459,90.0,5,150.0,0,Dragon,Generation Iv,User foregoes its next turn to recharge.,Spécial
Spacial Rend,460,95.0,5,100.0,0,Dragon,Generation Iv,A une chance accrue de coup critique.,Spécial
Lunar Dance,461,,10,,0,Psy,Generation Iv,"User faints, and its replacement is fully healed.",Statut
Crush Grip,462,100.0,5,,0,Normal,Generation Iv,"Power increases against targets with more HP remaining, up to a maximum of 121 power.",Physique
Magma Storm,463,75.0,5,100.0,0,Feu,Generation Iv,Prevents the target from fleeing and inflicts damage for 2-5 turns.,Spécial
Dark Void,464,50.0,10,,0,Ténèbres,Generation Iv,Puts the target to sleep.,Statut
Seed Flare,465,85.0,5,120.0,0,Plante,Generation Iv,Has a $effect_chance% chance to lower the target's Special Defense by two stages.,Spécial
Ominous Wind,466,100.0,5,60.0,0,Spectre,Generation Iv,Has a $effect_chance% chance to raise all of the user's stats by one stage.,Spécial
Shadow Force,467,100.0,5,120.0,0,Spectre,Generation Iv,"User vanishes, dodging all attacks, and hits next turn.  Hits through Protect and Detect.",Physique
Hone Claws,468,,15,,0,Ténèbres,Generation V,Raises the user's Attack and accuracy by one stage.,Statut
Wide Guard,469,,10,,3,Roche,Generation V,Prevents any multi-target moves from hitting friendly Pokémon this turn.,Statut
Guard Split,470,,10,,0,Psy,Generation V,Averages Defense and Special Defense with the target.,Statut
Power Split,471,,10,,0,Psy,Generation V,Averages Attack and Special Attack with the target.,Statut
Wonder Room,472,,10,,0,Psy,Generation V,All Pokémon's Defense and Special Defense are swapped for 5 turns.,Statut
Psyshock,473,100.0,10,80.0,0,Psy,Generation V,"Inflicts damage based on the target's Defense, not Special Defense.",Spécial
Venoshock,474,100.0,10,65.0,0,Poison,Generation V,Inflicts double damage if the target is Poisoned.,Spécial
Autotomize,475,,15,,0,Acier,Generation V,Raises the user's Speed by two stages and halves the user's weight.,Statut
Rage Powder,476,,20,,2,Insecte,Generation V,Redirects the target's single-target effects to the user for this turn.,Statut
Telekinesis,477,,15,,0,Psy,Generation V,Moves have 100% accuracy against the target for three turns.,Statut
Magic Room,478,,10,,0,Psy,Generation V,Negates held items for five turns.,Statut
Smack Down,479,100.0,15,50.0,0,Roche,Generation V,Removes any immunity to Ground damage.,Physique
Storm Throw,480,100.0,10,60.0,0,Combat,Generation V,Always scores a critical hit.,Physique
Flame Burst,481,100.0,15,70.0,0,Feu,Generation V,Deals splash damage to Pokémon next to the target.,Spécial
Sludge Wave,482,100.0,10,95.0,0,Poison,Generation V,Has a $effect_chance% chance to poison the target.,Spécial
Quiver Dance,483,,20,,0,Insecte,Generation V,"Raises the user's Special Attack, Special Defense, and Speed by one stage each.",Statut
Heavy Slam,484,100.0,10,,0,Acier,Generation V,"Power is higher when the user weighs more than the target, up to a maximum of 120.",Physique
Synchronoise,485,100.0,10,120.0,0,Psy,Generation V,Hits any Pokémon that shares a type with the user.,Spécial
Electro Ball,486,100.0,10,,0,Électrik,Generation V,"Power is higher when the user has greater Speed than the target, up to a maximum of 150.",Spécial
Soak,487,100.0,20,,0,Eau,Generation V,Changes the target's type to Water.,Statut
Flame Charge,488,100.0,20,50.0,0,Feu,Generation V,Inflige des dégâts normaux.  Raises the user's Speed by one stage.,Physique
Coil,489,,20,,0,Poison,Generation V,"Raises the user's Attack, Defense, and accuracy by one stage each.",Statut
Low Sweep,490,100.0,20,65.0,0,Combat,Generation V,Lowers the target's Speed by one stage.,Physique
Acid Spray,491,100.0,20,40.0,0,Poison,Generation V,Lowers the target's Special Defense by two stages.,Spécial
Foul Play,492,100.0,15,95.0,0,Ténèbres,Generation V,Calculates damage with the target's attacking stat.,Physique
Simple Beam,493,100.0,15,,0,Normal,Generation V,Changes the target's ability to Simple.,Statut
Entrainment,494,100.0,15,,0,Normal,Generation V,Copies the user's ability onto the target.,Statut
After You,495,,15,,0,Normal,Generation V,Makes the target act next this turn.,Statut
Round,496,100.0,15,60.0,0,Normal,Generation V,Has double power if it's used more than once per turn.,Spécial
Echoed Voice,497,100.0,15,40.0,0,Normal,Generation V,"Power increases by 100% for each consecutive use by any friendly Pokémon, to a maximum of 200.",Spécial
Chip Away,498,100.0,20,70.0,0,Normal,Generation V,Ignores the target's stat modifiers.,Physique
Clear Smog,499,,15,50.0,0,Poison,Generation V,Removes all of the target's stat modifiers.,Spécial
Stored Power,500,100.0,10,20.0,0,Psy,Generation V,"Power is higher the more the user's stats have been raised, to a maximum of 31×.",Spécial
Quick Guard,501,,15,,3,Combat,Generation V,Prevents any priority moves from hitting friendly Pokémon this turn.,Statut
Ally Switch,502,,15,,2,Psy,Generation V,User switches places with the friendly Pokémon opposite it.,Statut
Scald,503,100.0,15,80.0,0,Eau,Generation V,Has a $effect_chance% chance to burn the target.,Spécial
Shell Smash,504,,15,,0,Normal,Generation V,"Raises user's Attack, Special Attack, and Speed by two stages.  Lower user's Defense and Special Defense by one stage.",Statut
Heal Pulse,505,,10,,0,Psy,Generation V,Heals the target for half its max HP.,Statut
Hex,506,100.0,10,65.0,0,Spectre,Generation V,Has double power if the target has a major status ailment.,Spécial
Sky Drop,507,100.0,10,60.0,0,Vol,Generation V,"Carries the target high into the air, dodging all attacks against either, and drops it next turn.",Physique
Shift Gear,508,,10,,0,Acier,Generation V,Raises the user's Attack by one stage and its Speed by two stages.,Statut
Circle Throw,509,90.0,10,60.0,-6,Combat,Generation V,Ends wild battles.  Forces trainers to switch Pokémon.,Physique
Incinerate,510,100.0,15,60.0,0,Feu,Generation V,Destroys the target's held berry.,Spécial
Quash,511,100.0,15,,0,Ténèbres,Generation V,Makes the target act last this turn.,Statut
Acrobatics,512,100.0,15,55.0,0,Vol,Generation V,Has double power if the user has no held item.,Physique
Reflect Type,513,,15,,0,Normal,Generation V,User becomes the target's type.,Statut
Retaliate,514,100.0,5,70.0,0,Normal,Generation V,Has double power if a friendly Pokémon fainted last turn.,Physique
Final Gambit,515,100.0,5,,0,Combat,Generation V,Inflicts damage equal to the user's remaining HP.  User faints.,Spécial
Bestow,516,,15,,0,Normal,Generation V,Gives the user's held item to the target.,Statut
Inferno,517,50.0,5,100.0,0,Feu,Generation V,Has a $effect_chance% chance to burn the target.,Spécial
Water Pledge,518,100.0,10,80.0,0,Eau,Generation V,"With Grass Pledge, halves opposing Pokémon's Speed for four turns.",Spécial
Fire Pledge,519,100.0,10,80.0,0,Feu,Generation V,"With Water Pledge, doubles the effect chance of friendly Pokémon's moves for four turns.",Spécial
Grass Pledge,520,100.0,10,80.0,0,Plante,Generation V,"With Fire Pledge, damages opposing Pokémon for 1/8 their max HP every turn for four turns.",Spécial
Volt Switch,521,100.0,20,70.0,0,Électrik,Generation V,User must switch out after attacking.,Spécial
